ordem,entrevistado,startTime,endTime,duracao,fase
832,6-Yuri-X,00:05:59,00:06:23,00:00:24,Mapping
833,6-Yuri-X,00:06:23,00:06:42,00:00:19,Testing
834,6-Yuri-X,00:06:42,00:06:50,00:00:09,Mapping
835,6-Yuri-X,00:06:50,00:07:07,00:00:16,Testing
836,6-Yuri-X,00:07:07,00:07:12,00:00:05,Mapping
837,6-Yuri-X,00:07:12,00:07:34,00:00:21,Testing
838,6-Yuri-X,00:07:34,00:07:47,00:00:12,Mounting
839,6-Yuri-X,00:07:47,00:08:06,00:00:20,Mapping
840,6-Yuri-X,00:08:07,00:08:26,00:00:20,Testing
841,6-Yuri-X,00:08:26,00:08:31,00:00:05,Mapping
842,6-Yuri-X,00:08:31,00:08:43,00:00:12,Testing
843,6-Yuri-X,00:08:42,00:08:58,00:00:16,Mapping
844,6-Yuri-X,00:08:58,00:09:28,00:00:30,Testing
845,6-Yuri-X,00:09:28,00:09:58,00:00:30,Mapping
846,6-Yuri-X,00:09:58,00:10:19,00:00:21,Testing
847,6-Yuri-X,00:10:19,00:10:31,00:00:12,Mapping
848,6-Yuri-X,00:10:30,00:10:37,00:00:08,Testing
849,6-Yuri-X,00:10:37,00:10:49,00:00:12,Mapping
850,6-Yuri-X,00:10:49,00:11:10,00:00:21,Testing
851,6-Yuri-X,00:11:10,00:11:14,00:00:04,Mapping
852,6-Yuri-X,00:11:14,00:11:19,00:00:05,Testing
853,6-Yuri-X,00:11:19,00:11:32,00:00:13,Mapping
854,6-Yuri-X,00:11:33,00:11:48,00:00:15,Testing
855,6-Yuri-X,00:11:48,00:12:05,00:00:17,Mapping
856,6-Yuri-X,00:12:05,00:12:13,00:00:08,Testing
857,6-Yuri-X,00:12:13,00:12:22,00:00:08,Mapping
858,6-Yuri-X,00:12:22,00:12:25,00:00:03,Testing
859,6-Yuri-X,00:12:25,00:13:11,00:00:45,Mapping
860,6-Yuri-X,00:13:11,00:13:47,00:00:36,Bug
861,6-Yuri-X,00:13:47,00:13:52,00:00:05,Mapping
862,6-Yuri-X,00:13:53,00:13:58,00:00:05,Mounting
863,6-Yuri-X,00:13:58,00:14:03,00:00:05,Testing
864,6-Yuri-X,00:14:03,00:14:14,00:00:11,Mapping
865,6-Yuri-X,00:14:15,00:14:30,00:00:16,Testing
866,6-Yuri-X,00:14:30,00:14:36,00:00:06,Mapping
867,6-Yuri-X,00:14:36,00:14:47,00:00:11,Testing
868,6-Yuri-X,00:14:47,00:14:51,00:00:04,Mapping
869,6-Yuri-X,00:14:51,00:15:04,00:00:12,Testing
870,6-Yuri-X,00:15:04,00:15:07,00:00:03,Mapping
871,6-Yuri-X,00:15:07,00:15:28,00:00:21,Testing
872,6-Yuri-X,00:15:28,00:15:35,00:00:07,Mapping
873,6-Yuri-X,00:15:35,00:15:49,00:00:15,Testing
874,6-Yuri-X,00:15:49,00:15:56,00:00:07,Mapping
875,6-Yuri-X,00:15:57,00:16:03,00:00:06,Testing
876,6-Yuri-X,00:16:03,00:16:07,00:00:04,Mapping
877,6-Yuri-X,00:16:07,00:16:21,00:00:14,Testing
878,6-Yuri-X,00:16:21,00:16:31,00:00:10,Mapping
879,6-Yuri-X,00:16:31,00:16:46,00:00:15,Testing
880,6-Yuri-X,00:16:46,00:16:53,00:00:07,Mapping
881,6-Yuri-X,00:16:53,00:17:02,00:00:09,Testing
882,6-Yuri-X,00:17:02,00:17:12,00:00:09,Mapping
883,6-Yuri-X,00:17:12,00:17:24,00:00:12,Testing
884,6-Yuri-X,00:17:24,00:17:33,00:00:09,Mapping
885,6-Yuri-X,00:17:33,00:17:41,00:00:08,Testing
886,6-Yuri-X,00:17:41,00:17:46,00:00:05,Mapping
887,6-Yuri-X,00:17:46,00:17:54,00:00:08,Testing
888,6-Yuri-X,00:17:54,00:18:09,00:00:15,Mapping
889,6-Yuri-X,00:18:09,00:18:15,00:00:06,Testing
890,6-Yuri-X,00:18:15,00:18:20,00:00:05,Mapping
891,6-Yuri-X,00:18:20,00:18:23,00:00:03,Testing
892,6-Yuri-X,00:18:23,00:18:25,00:00:02,Mapping
893,6-Yuri-X,00:18:25,00:18:28,00:00:03,Testing
894,6-Yuri-X,00:18:28,00:18:36,00:00:08,Mapping
895,6-Yuri-X,00:18:36,00:18:50,00:00:14,Testing
896,6-Yuri-X,00:18:50,00:18:54,00:00:04,Mapping
897,6-Yuri-X,00:18:54,00:19:05,00:00:11,Testing
898,6-Yuri-X,00:19:05,00:19:14,00:00:09,Mapping
899,6-Yuri-X,00:19:15,00:19:43,00:00:29,Testing
900,6-Yuri-X,00:19:44,00:19:51,00:00:07,Mapping
901,6-Yuri-X,00:19:51,00:20:27,00:00:35,Testing
902,6-Yuri-X,00:20:27,00:20:35,00:00:09,Mapping
903,6-Yuri-X,00:20:35,00:21:14,00:00:39,Testing
904,6-Yuri-X,00:21:14,00:21:21,00:00:06,Mapping
905,6-Yuri-X,00:21:21,00:21:31,00:00:10,Testing
906,6-Yuri-X,00:21:31,00:21:50,00:00:19,Mapping
907,6-Yuri-X,00:21:50,00:22:02,00:00:12,Testing
908,6-Yuri-X,00:22:03,00:22:11,00:00:08,Mapping
909,6-Yuri-X,00:22:11,00:22:56,00:00:45,Testing
910,6-Yuri-X,00:22:56,00:23:32,00:00:36,Mapping
911,6-Yuri-X,00:23:32,00:23:42,00:00:10,Testing
912,6-Yuri-X,00:23:42,00:23:50,00:00:08,Mapping
913,6-Yuri-X,00:23:50,00:24:10,00:00:20,Testing
914,6-Yuri-X,00:24:10,00:24:29,00:00:18,Mapping
915,6-Yuri-X,00:24:29,00:24:32,00:00:03,Testing
916,6-Yuri-X,00:24:32,00:24:53,00:00:21,Mapping
917,6-Yuri-X,00:24:53,00:24:57,00:00:04,Testing
918,6-Yuri-X,00:24:57,00:25:04,00:00:07,Mapping
919,6-Yuri-X,00:25:04,00:25:06,00:00:02,Testing
920,6-Yuri-X,00:25:06,00:25:22,00:00:16,Mapping
921,6-Yuri-X,00:25:23,00:25:30,00:00:07,Testing
922,6-Yuri-Y,00:00:00,00:05:34,00:05:34,Mounting
923,6-Yuri-Y,00:05:34,00:05:48,00:00:13,Testing
924,6-Yuri-Y,00:05:48,00:12:41,00:06:54,Mounting
925,6-Yuri-Y,00:12:41,00:13:03,00:00:22,Testing
926,6-Yuri-Y,00:13:03,00:15:29,00:02:27,Mounting
927,6-Yuri-Y,00:15:29,00:19:35,00:04:06,Bug
928,6-Yuri-Y,00:19:35,00:19:45,00:00:10,Mounting
929,6-Yuri-Y,00:19:45,00:19:59,00:00:13,Mapping
930,6-Yuri-Y,00:19:58,00:20:19,00:00:21,Consulting
931,6-Yuri-Y,00:20:19,00:20:34,00:00:16,Mapping
932,6-Yuri-Y,00:20:34,00:20:51,00:00:17,Testing
933,6-Yuri-Y,00:20:51,00:20:58,00:00:06,Mapping
934,6-Yuri-Y,00:20:58,00:21:09,00:00:12,Testing
935,6-Yuri-Y,00:21:09,00:21:13,00:00:03,Mapping
936,6-Yuri-Y,00:21:13,00:21:16,00:00:04,Testing
937,6-Yuri-Y,00:21:16,00:21:21,00:00:04,Mapping
938,6-Yuri-Y,00:21:21,00:21:25,00:00:04,Testing
939,6-Yuri-Y,00:21:25,00:21:33,00:00:08,Mapping
940,6-Yuri-Y,00:21:33,00:21:44,00:00:10,Testing
941,6-Yuri-Y,00:21:44,00:21:51,00:00:08,Mapping
942,6-Yuri-Y,00:21:51,00:21:55,00:00:04,Testing
943,6-Yuri-Y,00:21:56,00:22:03,00:00:07,Mapping
944,6-Yuri-Y,00:22:03,00:22:05,00:00:03,Testing
945,6-Yuri-Y,00:22:05,00:22:14,00:00:09,Mapping
946,6-Yuri-Y,00:22:14,00:22:43,00:00:29,Testing
947,6-Yuri-Y,00:22:43,00:22:50,00:00:07,Planning
948,6-Yuri-Y,00:22:50,00:22:56,00:00:06,Testing
949,6-Yuri-Y,00:22:56,00:23:00,00:00:05,Planning
950,6-Yuri-Y,00:23:01,00:23:24,00:00:23,Testing
951,6-Yuri-Y,00:23:24,00:23:40,00:00:16,Mapping
952,6-Yuri-Y,00:23:40,00:24:22,00:00:42,Testing
953,6-Yuri-Y,00:24:23,00:24:38,00:00:15,Planning
954,6-Yuri-Y,00:24:38,00:24:50,00:00:12,Testing
955,6-Yuri-Y,00:24:50,00:24:52,00:00:02,Planning
956,6-Yuri-Y,00:24:53,00:25:16,00:00:23,Testing
957,6-Yuri-Y,00:25:17,00:25:35,00:00:18,Planning
958,7-Fernando-X,00:00:00,00:00:03,00:00:03,Mounting
959,7-Fernando-X,00:00:03,00:00:11,00:00:07,Testing
960,7-Fernando-X,00:00:11,00:00:22,00:00:11,Mapping
961,7-Fernando-X,00:00:22,00:00:26,00:00:04,Testing
962,7-Fernando-X,00:00:26,00:00:29,00:00:04,Mapping
963,7-Fernando-X,00:00:30,00:00:54,00:00:25,Testing
964,7-Fernando-X,00:00:54,00:01:01,00:00:06,Mapping
965,7-Fernando-X,00:01:01,00:01:10,00:00:09,Testing
966,7-Fernando-X,00:01:10,00:01:13,00:00:04,Mapping
967,7-Fernando-X,00:01:13,00:01:35,00:00:22,Testing
968,7-Fernando-X,00:01:35,00:01:40,00:00:05,Mapping
969,7-Fernando-X,00:01:40,00:02:00,00:00:20,Testing
970,7-Fernando-X,00:02:00,00:02:16,00:00:15,Mounting
971,7-Fernando-X,00:02:16,00:02:31,00:00:16,Mapping
972,7-Fernando-X,00:02:32,00:02:34,00:00:03,Testing
973,7-Fernando-X,00:02:34,00:02:37,00:00:02,Mapping
974,7-Fernando-X,00:02:37,00:02:52,00:00:15,Testing
975,7-Fernando-X,00:02:52,00:02:58,00:00:07,Mapping
976,7-Fernando-X,00:02:58,00:03:10,00:00:12,Testing
977,7-Fernando-X,00:03:10,00:03:20,00:00:10,Mapping
978,7-Fernando-X,00:03:20,00:03:45,00:00:25,Testing
979,7-Fernando-X,00:03:45,00:03:51,00:00:07,Mapping
980,7-Fernando-X,00:03:51,00:03:58,00:00:07,Mounting
981,7-Fernando-X,00:03:58,00:04:04,00:00:05,Mapping
982,7-Fernando-X,00:04:04,00:04:09,00:00:05,Testing
983,7-Fernando-X,00:04:09,00:04:17,00:00:08,Mounting
984,7-Fernando-X,00:04:18,00:04:25,00:00:08,Testing
985,7-Fernando-X,00:04:25,00:04:31,00:00:06,Mapping
986,7-Fernando-X,00:04:31,00:04:43,00:00:12,Testing
987,7-Fernando-X,00:04:43,00:04:50,00:00:07,Mounting
988,7-Fernando-X,00:04:50,00:04:53,00:00:03,Mapping
989,7-Fernando-X,00:04:53,00:04:59,00:00:06,Testing
990,7-Fernando-X,00:04:59,00:05:05,00:00:06,Mapping
991,7-Fernando-X,00:05:05,00:05:21,00:00:17,Testing
992,7-Fernando-X,00:05:22,00:05:27,00:00:05,Mapping
993,7-Fernando-X,00:05:27,00:05:50,00:00:23,Testing
994,7-Fernando-X,00:05:50,00:05:57,00:00:07,Mounting
995,7-Fernando-X,00:05:57,00:06:15,00:00:18,Mapping
996,7-Fernando-X,00:06:15,00:06:20,00:00:04,Testing
997,7-Fernando-X,00:06:20,00:06:28,00:00:09,Mapping
998,7-Fernando-X,00:06:29,00:06:32,00:00:03,Testing
999,7-Fernando-X,00:06:33,00:06:47,00:00:15,Mapping
1000,7-Fernando-X,00:06:48,00:07:00,00:00:12,Testing
1001,7-Fernando-X,00:07:00,00:07:10,00:00:10,Mapping
1002,7-Fernando-X,00:07:10,00:07:13,00:00:02,Testing
1003,7-Fernando-X,00:07:13,00:07:17,00:00:04,Mapping
1004,7-Fernando-X,00:07:17,00:07:22,00:00:05,Testing
1005,7-Fernando-X,00:07:22,00:07:27,00:00:05,Mapping
1006,7-Fernando-X,00:07:27,00:07:47,00:00:19,Testing
1007,7-Fernando-X,00:07:47,00:07:56,00:00:09,Mapping
1008,7-Fernando-X,00:07:56,00:08:08,00:00:12,Mounting
1009,7-Fernando-X,00:08:08,00:08:14,00:00:06,Testing
1010,7-Fernando-X,00:08:15,00:08:24,00:00:09,Mapping
1011,7-Fernando-X,00:08:24,00:09:19,00:00:55,Testing
1012,7-Fernando-X,00:09:19,00:09:38,00:00:19,Mounting
1013,7-Fernando-X,00:09:39,00:09:42,00:00:03,Testing
1014,7-Fernando-X,00:09:42,00:09:46,00:00:05,Mapping
1015,7-Fernando-X,00:09:46,00:09:50,00:00:03,Testing
1016,7-Fernando-X,00:09:50,00:10:09,00:00:20,Mapping
1017,7-Fernando-X,00:10:09,00:10:54,00:00:45,Testing
1018,7-Fernando-X,00:10:54,00:11:09,00:00:15,Consulting
1019,7-Fernando-X,00:11:09,00:11:14,00:00:05,Testing
1020,7-Fernando-X,00:11:15,00:11:21,00:00:07,Consulting
1021,7-Fernando-X,00:11:21,00:11:38,00:00:17,Testing
1022,7-Fernando-X,00:11:38,00:11:50,00:00:11,Mounting
1023,7-Fernando-X,00:11:50,00:12:03,00:00:13,Testing
1024,7-Fernando-X,00:12:02,00:12:05,00:00:02,Mounting
1025,7-Fernando-X,00:12:05,00:12:11,00:00:06,Mapping
1026,7-Fernando-X,00:12:10,00:12:43,00:00:33,Testing
1027,7-Fernando-X,00:12:44,00:12:51,00:00:07,Mapping
1028,7-Fernando-X,00:12:51,00:13:06,00:00:15,Testing
1029,7-Fernando-X,00:13:06,00:13:24,00:00:17,Mapping
1030,7-Fernando-X,00:13:24,00:13:32,00:00:09,Testing
1031,7-Fernando-X,00:13:32,00:13:40,00:00:08,Planning
1032,7-Fernando-X,00:13:41,00:14:01,00:00:21,Mapping
1033,7-Fernando-X,00:14:01,00:14:28,00:00:27,Testing
1034,7-Fernando-X,00:14:29,00:14:46,00:00:17,Mounting
1035,7-Fernando-X,00:14:47,00:15:00,00:00:13,Testing
1036,7-Fernando-X,00:15:00,00:15:13,00:00:13,Mapping
1037,7-Fernando-X,00:15:13,00:15:58,00:00:45,Consulting
1038,7-Fernando-X,00:15:59,00:16:10,00:00:11,Mapping
1039,7-Fernando-X,00:16:10,00:16:51,00:00:41,Testing
1040,7-Fernando-X,00:16:51,00:16:56,00:00:05,Mounting
1041,7-Fernando-X,00:16:56,00:17:03,00:00:07,Mapping
1042,7-Fernando-X,00:17:03,00:17:09,00:00:06,Testing
1043,7-Fernando-X,00:17:09,00:17:14,00:00:05,Mapping
1044,7-Fernando-X,00:17:14,00:17:29,00:00:14,Testing
1045,7-Fernando-X,00:17:29,00:17:40,00:00:11,Mapping
1046,7-Fernando-X,00:17:40,00:17:49,00:00:09,Testing
1047,7-Fernando-X,00:17:49,00:17:52,00:00:02,Mounting
1048,7-Fernando-X,00:17:52,00:17:57,00:00:04,Mapping
1049,7-Fernando-X,00:17:57,00:19:04,00:01:07,Testing
1050,7-Fernando-X,00:19:04,00:19:08,00:00:04,Mounting
1051,7-Fernando-X,00:19:08,00:19:13,00:00:04,Testing
1052,7-Fernando-X,00:19:13,00:19:17,00:00:05,Mapping
1053,7-Fernando-X,00:19:17,00:19:26,00:00:08,Testing
1054,7-Fernando-X,00:19:26,00:19:29,00:00:04,Mapping
1055,7-Fernando-X,00:19:29,00:19:56,00:00:27,Testing
1056,7-Fernando-X,00:19:56,00:20:09,00:00:13,Mounting
1057,7-Fernando-X,00:20:09,00:20:12,00:00:02,Mapping
1058,7-Fernando-X,00:20:12,00:20:20,00:00:07,Testing
1059,7-Fernando-X,00:20:20,00:20:24,00:00:04,Mapping
1060,7-Fernando-X,00:20:24,00:20:37,00:00:12,Testing
1061,7-Fernando-X,00:20:37,00:20:40,00:00:03,Mapping
1062,7-Fernando-X,00:20:40,00:20:45,00:00:05,Testing
1063,7-Fernando-X,00:20:45,00:20:47,00:00:03,Mapping
1064,7-Fernando-X,00:20:48,00:20:54,00:00:07,Testing
1065,7-Fernando-X,00:20:54,00:21:02,00:00:08,Consulting
1066,7-Fernando-X,00:21:02,00:21:06,00:00:04,Mapping
1067,7-Fernando-X,00:21:06,00:21:08,00:00:02,Testing
1068,7-Fernando-X,00:21:08,00:21:12,00:00:04,Mapping
1069,7-Fernando-X,00:21:12,00:21:19,00:00:07,Testing
1070,7-Fernando-X,00:21:19,00:21:23,00:00:04,Mapping
1071,7-Fernando-X,00:21:23,00:21:27,00:00:04,Testing
1072,7-Fernando-X,00:21:27,00:21:29,00:00:03,Mapping
1073,7-Fernando-X,00:21:29,00:21:32,00:00:03,Testing
1074,7-Fernando-X,00:21:32,00:21:35,00:00:03,Mapping
1075,7-Fernando-X,00:21:35,00:21:57,00:00:22,Mounting
1076,7-Fernando-X,00:21:57,00:22:27,00:00:30,Bug
1077,7-Fernando-X,00:22:27,00:22:31,00:00:04,Mapping
1078,7-Fernando-X,00:22:31,00:22:42,00:00:10,Testing
1079,7-Fernando-X,00:22:42,00:22:52,00:00:10,Consulting
1080,7-Fernando-X,00:22:52,00:22:54,00:00:02,Testing
1081,7-Fernando-X,00:22:54,00:23:01,00:00:07,Mapping
1082,7-Fernando-X,00:23:02,00:23:36,00:00:34,Consulting
1083,7-Fernando-X,00:23:36,00:23:45,00:00:10,Mapping
1084,7-Fernando-X,00:23:45,00:23:48,00:00:03,Testing
1085,7-Fernando-X,00:23:48,00:23:59,00:00:11,Mapping
1086,7-Fernando-X,00:23:59,00:24:31,00:00:32,Bug
1087,7-Fernando-X,00:24:31,00:24:46,00:00:15,Mapping
1088,7-Fernando-X,00:24:46,00:24:58,00:00:12,Testing
1089,7-Fernando-X,00:24:58,00:25:03,00:00:05,Mapping
1090,7-Fernando-X,00:25:03,00:25:14,00:00:11,Testing
1091,7-Fernando-Y,00:00:00,00:02:52,00:02:52,Mounting
1092,7-Fernando-Y,00:02:52,00:03:43,00:00:51,Bug
1093,7-Fernando-Y,00:03:43,00:04:16,00:00:33,Mounting
1094,7-Fernando-Y,00:04:16,00:04:22,00:00:06,Testing
1095,7-Fernando-Y,00:04:22,00:04:38,00:00:15,Mapping
1096,7-Fernando-Y,00:04:38,00:04:44,00:00:07,Testing
1097,7-Fernando-Y,00:04:45,00:04:46,00:00:01,Mapping
1098,7-Fernando-Y,00:04:46,00:05:04,00:00:18,Testing
1099,7-Fernando-Y,00:05:04,00:06:32,00:01:28,Mounting
1100,7-Fernando-Y,00:06:32,00:07:47,00:01:15,Testing
1101,7-Fernando-Y,00:07:47,00:07:58,00:00:11,Planning
1102,7-Fernando-Y,00:07:58,00:08:25,00:00:27,Consulting
1103,7-Fernando-Y,00:08:25,00:09:02,00:00:37,Mapping
1104,7-Fernando-Y,00:09:02,00:09:11,00:00:08,Testing
1105,7-Fernando-Y,00:09:11,00:09:21,00:00:11,Consulting
1106,7-Fernando-Y,00:09:21,00:09:35,00:00:14,Mapping
1107,7-Fernando-Y,00:09:35,00:09:47,00:00:12,Testing
1108,7-Fernando-Y,00:09:47,00:09:56,00:00:09,Mapping
1109,7-Fernando-Y,00:09:56,00:10:01,00:00:06,Testing
1110,7-Fernando-Y,00:10:01,00:10:19,00:00:17,Mapping
1111,7-Fernando-Y,00:10:19,00:10:24,00:00:05,Testing
1112,7-Fernando-Y,00:10:24,00:10:31,00:00:07,Mapping
1113,7-Fernando-Y,00:10:31,00:11:24,00:00:54,Testing
1114,7-Fernando-Y,00:11:24,00:11:32,00:00:08,Mapping
1115,7-Fernando-Y,00:11:32,00:11:50,00:00:19,Testing
1116,7-Fernando-Y,00:11:50,00:12:09,00:00:18,Mapping
1117,7-Fernando-Y,00:12:09,00:13:02,00:00:53,Testing
1118,7-Fernando-Y,00:13:02,00:13:53,00:00:51,Mapping
1119,7-Fernando-Y,00:13:53,00:13:59,00:00:06,Testing
1120,7-Fernando-Y,00:13:59,00:14:06,00:00:07,Mapping
1121,7-Fernando-Y,00:14:06,00:14:31,00:00:25,Testing
1122,7-Fernando-Y,00:14:31,00:16:04,00:01:33,Mounting
1123,7-Fernando-Y,00:16:04,00:16:08,00:00:04,Testing
1124,7-Fernando-Y,00:16:08,00:16:24,00:00:16,Mapping
1125,7-Fernando-Y,00:16:24,00:16:46,00:00:23,Testing
1126,7-Fernando-Y,00:16:46,00:17:01,00:00:15,Mapping
1127,7-Fernando-Y,00:17:01,00:17:11,00:00:10,Testing
1128,7-Fernando-Y,00:17:11,00:17:14,00:00:03,Mapping
1129,7-Fernando-Y,00:17:14,00:17:16,00:00:02,Testing
1130,7-Fernando-Y,00:17:16,00:18:35,00:01:19,Mounting
1131,7-Fernando-Y,00:18:35,00:18:43,00:00:08,Testing
1132,7-Fernando-Y,00:18:43,00:18:51,00:00:08,Mapping
1133,7-Fernando-Y,00:18:52,00:20:15,00:01:24,Testing
1134,7-Fernando-Y,00:20:15,00:20:52,00:00:37,Mounting
1135,7-Fernando-Y,00:20:52,00:21:04,00:00:12,Testing
1136,7-Fernando-Y,00:21:04,00:21:17,00:00:13,Mounting
1137,7-Fernando-Y,00:21:17,00:21:42,00:00:25,Testing
1138,7-Fernando-Y,00:21:42,00:21:54,00:00:12,Mounting
1139,7-Fernando-Y,00:21:54,00:22:12,00:00:18,Testing
1140,7-Fernando-Y,00:22:12,00:23:15,00:01:03,Mounting
1141,7-Fernando-Y,00:23:15,00:23:24,00:00:08,Mapping
1142,7-Fernando-Y,00:23:24,00:24:28,00:01:04,Testing
1143,7-Fernando-Y,00:24:28,00:25:30,00:01:03,Mounting
1144,8-Miguel-X,00:00:01,00:00:58,00:00:57,Mounting
1145,8-Miguel-X,00:00:58,00:01:02,00:00:04,Testing
1146,8-Miguel-X,00:01:02,00:01:13,00:00:11,Mounting
1147,8-Miguel-X,00:01:13,00:01:22,00:00:09,Consulting
1148,8-Miguel-X,00:01:22,00:01:40,00:00:18,Mounting
1149,8-Miguel-X,00:01:40,00:02:08,00:00:27,Mapping
1150,8-Miguel-X,00:02:08,00:02:14,00:00:07,Testing
1151,8-Miguel-X,00:02:14,00:02:18,00:00:04,Mapping
1152,8-Miguel-X,00:02:18,00:02:21,00:00:03,Testing
1153,8-Miguel-X,00:02:21,00:02:25,00:00:03,Mapping
1154,8-Miguel-X,00:02:25,00:02:39,00:00:15,Testing
1155,8-Miguel-X,00:02:39,00:02:44,00:00:05,Mapping
1156,8-Miguel-X,00:02:44,00:02:53,00:00:08,Testing
1157,8-Miguel-X,00:02:53,00:03:01,00:00:08,Mapping
1158,8-Miguel-X,00:03:01,00:03:17,00:00:16,Testing
1159,8-Miguel-X,00:03:17,00:03:22,00:00:05,Mapping
1160,8-Miguel-X,00:03:22,00:03:24,00:00:02,Testing
1161,8-Miguel-X,00:03:24,00:03:26,00:00:02,Mapping
1162,8-Miguel-X,00:03:26,00:03:28,00:00:02,Testing
1163,8-Miguel-X,00:03:28,00:03:37,00:00:09,Mapping
1164,8-Miguel-X,00:03:37,00:03:46,00:00:09,Testing
1165,8-Miguel-X,00:03:46,00:03:57,00:00:10,Mapping
1166,8-Miguel-X,00:03:57,00:04:08,00:00:11,Testing
1167,8-Miguel-X,00:04:08,00:04:24,00:00:16,Mapping
1168,8-Miguel-X,00:04:24,00:04:47,00:00:23,Testing
1169,8-Miguel-X,00:04:47,00:04:53,00:00:06,Mapping
1170,8-Miguel-X,00:04:53,00:05:06,00:00:14,Testing
1171,8-Miguel-X,00:05:06,00:05:10,00:00:03,Mounting
1172,8-Miguel-X,00:05:10,00:05:13,00:00:04,Mapping
1173,8-Miguel-X,00:05:13,00:05:20,00:00:07,Testing
1174,8-Miguel-X,00:05:20,00:05:28,00:00:07,Mapping
1175,8-Miguel-X,00:05:28,00:05:44,00:00:16,Testing
1176,8-Miguel-X,00:05:44,00:05:50,00:00:06,Mapping
1177,8-Miguel-X,00:05:50,00:05:59,00:00:09,Testing
1178,8-Miguel-X,00:05:59,00:06:06,00:00:07,Mapping
1179,8-Miguel-X,00:06:06,00:06:08,00:00:02,Testing
1180,8-Miguel-X,00:06:08,00:06:12,00:00:04,Mounting
1181,8-Miguel-X,00:06:12,00:07:08,00:00:56,Testing
1182,8-Miguel-X,00:07:08,00:07:17,00:00:09,Mapping
1183,8-Miguel-X,00:07:17,00:07:33,00:00:16,Testing
1184,8-Miguel-X,00:07:33,00:07:37,00:00:04,Mapping
1185,8-Miguel-X,00:07:37,00:07:41,00:00:05,Testing
1186,8-Miguel-X,00:07:41,00:07:50,00:00:09,Mapping
1187,8-Miguel-X,00:07:50,00:08:36,00:00:46,Testing
1188,8-Miguel-X,00:08:36,00:08:55,00:00:19,Mapping
1189,8-Miguel-X,00:08:55,00:09:16,00:00:20,Testing
1190,8-Miguel-X,00:09:15,00:09:29,00:00:13,Mapping
1191,8-Miguel-X,00:09:29,00:10:12,00:00:43,Testing
1192,8-Miguel-X,00:10:12,00:10:24,00:00:12,Mapping
1193,8-Miguel-X,00:10:24,00:11:00,00:00:36,Testing
1194,8-Miguel-X,00:11:00,00:11:22,00:00:22,Mapping
1195,8-Miguel-X,00:11:22,00:11:25,00:00:03,Testing
1196,8-Miguel-X,00:11:25,00:11:45,00:00:20,Mapping
1197,8-Miguel-X,00:11:45,00:11:55,00:00:10,Testing
1198,8-Miguel-X,00:11:55,00:12:08,00:00:12,Mapping
1199,8-Miguel-X,00:12:08,00:12:22,00:00:14,Testing
1200,8-Miguel-X,00:12:22,00:12:28,00:00:06,Mapping
1201,8-Miguel-X,00:12:28,00:12:32,00:00:04,Testing
1202,8-Miguel-X,00:12:32,00:12:35,00:00:04,Mapping
1203,8-Miguel-X,00:12:35,00:13:03,00:00:27,Testing
1204,8-Miguel-X,00:13:03,00:13:10,00:00:08,Mapping
1205,8-Miguel-X,00:13:10,00:14:49,00:01:39,Bug
1206,8-Miguel-X,00:14:49,00:15:18,00:00:28,Mapping
1207,8-Miguel-X,00:15:18,00:15:31,00:00:14,Testing
1208,8-Miguel-X,00:15:32,00:15:39,00:00:08,Mapping
1209,8-Miguel-X,00:15:39,00:15:51,00:00:12,Testing
1210,8-Miguel-X,00:15:51,00:15:57,00:00:06,Mapping
1211,8-Miguel-X,00:15:57,00:16:04,00:00:07,Testing
1212,8-Miguel-X,00:16:04,00:16:11,00:00:07,Mapping
1213,8-Miguel-X,00:16:11,00:16:17,00:00:06,Testing
1214,8-Miguel-X,00:16:17,00:16:26,00:00:09,Mounting
1215,8-Miguel-X,00:16:26,00:16:29,00:00:03,Mapping
1216,8-Miguel-X,00:16:29,00:16:36,00:00:07,Testing
1217,8-Miguel-X,00:16:36,00:16:42,00:00:06,Mapping
1218,8-Miguel-X,00:16:42,00:16:47,00:00:05,Testing
1219,8-Miguel-X,00:16:47,00:16:53,00:00:06,Mapping
1220,8-Miguel-X,00:16:53,00:17:02,00:00:10,Testing
1221,8-Miguel-X,00:17:03,00:17:10,00:00:07,Mapping
1222,8-Miguel-X,00:17:10,00:17:21,00:00:11,Testing
1223,8-Miguel-X,00:17:21,00:17:32,00:00:11,Mapping
1224,8-Miguel-X,00:17:32,00:17:52,00:00:20,Testing
1225,8-Miguel-X,00:17:52,00:17:56,00:00:04,Mapping
1226,8-Miguel-X,00:17:56,00:17:57,00:00:02,Testing
1227,8-Miguel-X,00:17:57,00:18:00,00:00:03,Mapping
1228,8-Miguel-X,00:18:00,00:18:04,00:00:04,Testing
1229,8-Miguel-X,00:18:04,00:18:07,00:00:03,Mapping
1230,8-Miguel-X,00:18:07,00:18:09,00:00:02,Testing
1231,8-Miguel-X,00:18:09,00:18:20,00:00:11,Mapping
1232,8-Miguel-X,00:18:20,00:18:30,00:00:10,Testing
1233,8-Miguel-X,00:18:30,00:18:46,00:00:16,Mapping
1234,8-Miguel-X,00:18:46,00:18:55,00:00:09,Testing
1235,8-Miguel-X,00:18:55,00:19:01,00:00:06,Mapping
1236,8-Miguel-X,00:19:01,00:19:10,00:00:09,Testing
1237,8-Miguel-X,00:19:10,00:19:15,00:00:05,Mapping
1238,8-Miguel-X,00:19:15,00:19:18,00:00:03,Testing
